項次,西元年,民國年,性別,年齡,死亡機率
7980,2050,139,女性,33歲,0.00037
7981,2050,139,總計,34歲,0.00047
7982,2050,139,男性,34歲,0.00055
7983,2050,139,女性,34歲,0.00039
7984,2050,139,總計,35歲,0.00051
7985,2050,139,男性,35歲,0.0006
7986,2050,139,女性,35歲,0.00041
7987,2050,139,總計,36歲,0.00056
7988,2050,139,男性,36歲,0.00067
7989,2050,139,女性,36歲,0.00045
7990,2050,139,總計,37歲,0.00061
7991,2050,139,男性,37歲,0.00075
7992,2050,139,女性,37歲,0.00048
7993,2050,139,總計,38歲,0.00068
7994,2050,139,男性,38歲,0.00084
7995,2050,139,女性,38歲,0.00052
7996,2050,139,總計,39歲,0.00075
7997,2050,139,男性,39歲,0.00094
7998,2050,139,女性,39歲,0.00056
7999,2050,139,總計,40歲,0.00083
8000,2050,139,男性,40歲,0.00106
8001,2050,139,女性,40歲,0.00061
8002,2050,139,總計,41歲,0.00093
8003,2050,139,男性,41歲,0.0012
8004,2050,139,女性,41歲,0.00066
8005,2050,139,總計,42歲,0.00103
8006,2050,139,男性,42歲,0.00135
8007,2050,139,女性,42歲,0.00071
8008,2050,139,總計,43歲,0.00115
8009,2050,139,男性,43歲,0.00152
8010,2050,139,女性,43歲,0.00078
8011,2050,139,總計,44歲,0.00128
8012,2050,139,男性,44歲,0.00171
8013,2050,139,女性,44歲,0.00086
8014,2050,139,總計,45歲,0.00143
8015,2050,139,男性,45歲,0.00192
8016,2050,139,女性,45歲,0.00094
8017,2050,139,總計,46歲,0.00159
8018,2050,139,男性,46歲,0.00216
8019,2050,139,女性,46歲,0.00103
8020,2050,139,總計,47歲,0.00176
8021,2050,139,男性,47歲,0.00241
8022,2050,139,女性,47歲,0.00112
8023,2050,139,總計,48歲,0.00194
8024,2050,139,男性,48歲,0.00269
8025,2050,139,女性,48歲,0.00121
8026,2050,139,總計,49歲,0.00215
8027,2050,139,男性,49歲,0.003
8028,2050,139,女性,49歲,0.00132
8029,2050,139,總計,50歲,0.00238
8030,2050,139,男性,50歲,0.00334
8031,2050,139,女性,50歲,0.00143
8032,2050,139,總計,51歲,0.00262
8033,2050,139,男性,51歲,0.00372
8034,2050,139,女性,51歲,0.00154
8035,2050,139,總計,52歲,0.00286
8036,2050,139,男性,52歲,0.00411
8037,2050,139,女性,52歲,0.00164
8038,2050,139,總計,53歲,0.00312
8039,2050,139,男性,53歲,0.00451
8040,2050,139,女性,53歲,0.00176
8041,2050,139,總計,54歲,0.00335
8042,2050,139,男性,54歲,0.00486
8043,2050,139,女性,54歲,0.00188
8044,2050,139,總計,55歲,0.00358
8045,2050,139,男性,55歲,0.00522
8046,2050,139,女性,55歲,0.00198
8047,2050,139,總計,56歲,0.00383
8048,2050,139,男性,56歲,0.00561
8049,2050,139,女性,56歲,0.00211
8050,2050,139,總計,57歲,0.00412
8051,2050,139,男性,57歲,0.00605
8052,2050,139,女性,57歲,0.00226
8053,2050,139,總計,58歲,0.00442
8054,2050,139,男性,58歲,0.00651
8055,2050,139,女性,58歲,0.00241
8056,2050,139,總計,59歲,0.00474
8057,2050,139,男性,59歲,0.00697
8058,2050,139,女性,59歲,0.00259
8059,2050,139,總計,60歲,0.00506
8060,2050,139,男性,60歲,0.00745
8061,2050,139,女性,60歲,0.00278
8062,2050,139,總計,61歲,0.00541
8063,2050,139,男性,61歲,0.00795
8064,2050,139,女性,61歲,0.003
8065,2050,139,總計,62歲,0.0058
8066,2050,139,男性,62歲,0.0085
8067,2050,139,女性,62歲,0.00324
8068,2050,139,總計,63歲,0.00623
8069,2050,139,男性,63歲,0.00911
8070,2050,139,女性,63歲,0.00352
8071,2050,139,總計,64歲,0.00672
8072,2050,139,男性,64歲,0.0098
8073,2050,139,女性,64歲,0.00383
8074,2050,139,總計,65歲,0.00726
8075,2050,139,男性,65歲,0.01054
8076,2050,139,女性,65歲,0.0042
8077,2050,139,總計,66歲,0.00788
8078,2050,139,男性,66歲,0.01139
8079,2050,139,女性,66歲,0.00463
8080,2050,139,總計,67歲,0.0086
8081,2050,139,男性,67歲,0.01238
8082,2050,139,女性,67歲,0.00513
8083,2050,139,總計,68歲,0.0094
8084,2050,139,男性,68歲,0.01346
8085,2050,139,女性,68歲,0.0057
8086,2050,139,總計,69歲,0.01031
8087,2050,139,男性,69歲,0.01469
8088,2050,139,女性,69歲,0.00636
8089,2050,139,總計,70歲,0.01132
8090,2050,139,男性,70歲,0.01602
8091,2050,139,女性,70歲,0.00711
8092,2050,139,總計,71歲,0.01244
8093,2050,139,男性,71歲,0.0175
8094,2050,139,女性,71歲,0.00795
8095,2050,139,總計,72歲,0.01369
8096,2050,139,男性,72歲,0.01913
8097,2050,139,女性,72歲,0.00889
8098,2050,139,總計,73歲,0.0151
8099,2050,139,男性,73歲,0.02101
8100,2050,139,女性,73歲,0.00995
8101,2050,139,總計,74歲,0.01671
8102,2050,139,男性,74歲,0.02315
8103,2050,139,女性,74歲,0.01115
8104,2050,139,總計,75歲,0.0185
8105,2050,139,男性,75歲,0.02554
8106,2050,139,女性,75歲,0.0125
8107,2050,139,總計,76歲,0.02046
8108,2050,139,男性,76歲,0.02817
8109,2050,139,女性,76歲,0.01398
8110,2050,139,總計,77歲,0.02264
8111,2050,139,男性,77歲,0.03108
8112,2050,139,女性,77歲,0.01566
8113,2050,139,總計,78歲,0.02508
8114,2050,139,男性,78歲,0.03432
8115,2050,139,女性,78歲,0.01755
8116,2050,139,總計,79歲,0.02776
8117,2050,139,男性,79歲,0.03787
8118,2050,139,女性,79歲,0.01966
8119,2050,139,總計,80歲,0.03089
8120,2050,139,男性,80歲,0.04171
8121,2050,139,女性,80歲,0.02239
8122,2050,139,總計,81歲,0.03436
8123,2050,139,男性,81歲,0.04594
8124,2050,139,女性,81歲,0.02543
8125,2050,139,總計,82歲,0.03817
8126,2050,139,男性,82歲,0.05055
8127,2050,139,女性,82歲,0.02883
8128,2050,139,總計,83歲,0.04235
8129,2050,139,男性,83歲,0.05554
8130,2050,139,女性,83歲,0.03262
8131,2050,139,總計,84歲,0.04691
8132,2050,139,男性,84歲,0.06093
8133,2050,139,女性,84歲,0.03681
8134,2050,139,總計,85歲,0.05354
8135,2050,139,男性,85歲,0.06814
8136,2050,139,女性,85歲,0.04329
8137,2050,139,總計,86歲,0.05905
8138,2050,139,男性,86歲,0.07453
8139,2050,139,女性,86歲,0.04847
8140,2050,139,總計,87歲,0.06509
8141,2050,139,男性,87歲,0.08148
8142,2050,139,女性,87歲,0.05419
8143,2050,139,總計,88歲,0.07168
8144,2050,139,男性,88歲,0.08898
8145,2050,139,女性,88歲,0.0605
8146,2050,139,總計,89歲,0.07888
8147,2050,139,男性,89歲,0.09707
8148,2050,139,女性,89歲,0.06748
8149,2050,139,總計,90歲,0.08678
8150,2050,139,男性,90歲,0.10583
8151,2050,139,女性,90歲,0.07524
8152,2050,139,總計,91歲,0.0955
8153,2050,139,男性,91歲,0.11533
8154,2050,139,女性,91歲,0.08388
8155,2050,139,總計,92歲,0.10508
8156,2050,139,男性,92歲,0.12558
8157,2050,139,女性,92歲,0.09347
8158,2050,139,總計,93歲,0.11552
8159,2050,139,男性,93歲,0.13657
8160,2050,139,女性,93歲,0.10402
8161,2050,139,總計,94歲,0.12686
8162,2050,139,男性,94歲,0.14832
8163,2050,139,女性,94歲,0.11557
8164,2050,139,總計,95歲,0.13971
8165,2050,139,男性,95歲,0.16123
8166,2050,139,女性,95歲,0.12881
8167,2050,139,總計,96歲,0.15311
8168,2050,139,男性,96歲,0.17446
8169,2050,139,女性,96歲,0.14269
8170,2050,139,總計,97歲,0.16718
8171,2050,139,男性,97歲,0.18822
8172,2050,139,女性,97歲,0.15729
8173,2050,139,總計,98歲,0.18258
8174,2050,139,男性,98歲,0.20298
8175,2050,139,女性,98歲,0.17335
8176,2050,139,總計,99歲,0.1994
8177,2050,139,男性,99歲,0.21876
8178,2050,139,女性,99歲,0.19095
8179,2050,139,總計,100歲及以上,1
8180,2050,139,男性,100歲及以上,1
8181,2050,139,女性,100歲及以上,1
8182,2051,140,總計,0歲,0.00291
8183,2051,140,男性,0歲,0.0031
8184,2051,140,女性,0歲,0.00272
8185,2051,140,總計,1歲,0.00012
8186,2051,140,男性,1歲,0.00013
8187,2051,140,女性,1歲,0.00011
8188,2051,140,總計,2歲,7E-05
8189,2051,140,男性,2歲,8E-05
8190,2051,140,女性,2歲,6E-05
8191,2051,140,總計,3歲,6E-05
8192,2051,140,男性,3歲,6E-05
8193,2051,140,女性,3歲,5E-05
8194,2051,140,總計,4歲,5E-05
8195,2051,140,男性,4歲,5E-05
8196,2051,140,女性,4歲,4E-05
8197,2051,140,總計,5歲,4E-05
8198,2051,140,男性,5歲,5E-05
8199,2051,140,女性,5歲,4E-05
8200,2051,140,總計,6歲,4E-05
8201,2051,140,男性,6歲,5E-05
8202,2051,140,女性,6歲,4E-05
8203,2051,140,總計,7歲,4E-05
8204,2051,140,男性,7歲,4E-05
8205,2051,140,女性,7歲,4E-05
8206,2051,140,總計,8歲,4E-05
8207,2051,140,男性,8歲,4E-05
8208,2051,140,女性,8歲,4E-05
8209,2051,140,總計,9歲,4E-05
8210,2051,140,男性,9歲,4E-05
8211,2051,140,女性,9歲,4E-05
8212,2051,140,總計,10歲,4E-05
8213,2051,140,男性,10歲,4E-05
8214,2051,140,女性,10歲,4E-05
8215,2051,140,總計,11歲,5E-05
8216,2051,140,男性,11歲,5E-05
8217,2051,140,女性,11歲,5E-05
8218,2051,140,總計,12歲,6E-05
8219,2051,140,男性,12歲,6E-05
8220,2051,140,女性,12歲,6E-05
8221,2051,140,總計,13歲,8E-05
8222,2051,140,男性,13歲,8E-05
8223,2051,140,女性,13歲,7E-05
8224,2051,140,總計,14歲,0.0001
8225,2051,140,男性,14歲,0.00011
8226,2051,140,女性,14歲,8E-05
8227,2051,140,總計,15歲,0.00013
8228,2051,140,男性,15歲,0.00016
8229,2051,140,女性,15歲,9E-05
8230,2051,140,總計,16歲,0.00015
8231,2051,140,男性,16歲,0.0002
8232,2051,140,女性,16歲,0.00011
8233,2051,140,總計,17歲,0.00018
8234,2051,140,男性,17歲,0.00024
8235,2051,140,女性,17歲,0.00012
8236,2051,140,總計,18歲,0.00021
8237,2051,140,男性,18歲,0.00028
8238,2051,140,女性,18歲,0.00014
8239,2051,140,總計,19歲,0.00023
8240,2051,140,男性,19歲,0.0003
8241,2051,140,女性,19歲,0.00016
8242,2051,140,總計,20歲,0.00024
8243,2051,140,男性,20歲,0.00031
8244,2051,140,女性,20歲,0.00017
8245,2051,140,總計,21歲,0.00025
8246,2051,140,男性,21歲,0.00032
8247,2051,140,女性,21歲,0.00017
8248,2051,140,總計,22歲,0.00025
8249,2051,140,男性,22歲,0.00032
8250,2051,140,女性,22歲,0.00018
8251,2051,140,總計,23歲,0.00026
8252,2051,140,男性,23歲,0.00032
8253,2051,140,女性,23歲,0.00019
8254,2051,140,總計,24歲,0.00026
8255,2051,140,男性,24歲,0.00032
8256,2051,140,女性,24歲,0.0002
8257,2051,140,總計,25歲,0.00026
8258,2051,140,男性,25歲,0.00031
8259,2051,140,女性,25歲,0.00021
8260,2051,140,總計,26歲,0.00026
8261,2051,140,男性,26歲,0.0003
8262,2051,140,女性,26歲,0.00022
8263,2051,140,總計,27歲,0.00027
8264,2051,140,男性,27歲,0.0003
8265,2051,140,女性,27歲,0.00023
8266,2051,140,總計,28歲,0.00028
8267,2051,140,男性,28歲,0.00032
8268,2051,140,女性,28歲,0.00025
8269,2051,140,總計,29歲,0.0003
8270,2051,140,男性,29歲,0.00034
8271,2051,140,女性,29歲,0.00027
8272,2051,140,總計,30歲,0.00033
8273,2051,140,男性,30歲,0.00037
8274,2051,140,女性,30歲,0.00029
8275,2051,140,總計,31歲,0.00036
8276,2051,140,男性,31歲,0.0004
8277,2051,140,女性,31歲,0.00031
8278,2051,140,總計,32歲,0.00039
8279,2051,140,男性,32歲,0.00044
8280,2051,140,女性,32歲,0.00034
8281,2051,140,總計,33歲,0.00042
8282,2051,140,男性,33歲,0.00049
8283,2051,140,女性,33歲,0.00036
8284,2051,140,總計,34歲,0.00046
8285,2051,140,男性,34歲,0.00053
8286,2051,140,女性,34歲,0.00038
8287,2051,140,總計,35歲,0.0005
8288,2051,140,男性,35歲,0.00059
8289,2051,140,女性,35歲,0.00041
8290,2051,140,總計,36歲,0.00055
8291,2051,140,男性,36歲,0.00065
8292,2051,140,女性,36歲,0.00044
8293,2051,140,總計,37歲,0.0006
8294,2051,140,男性,37歲,0.00073
8295,2051,140,女性,37歲,0.00047
8296,2051,140,總計,38歲,0.00066
8297,2051,140,男性,38歲,0.00082
8298,2051,140,女性,38歲,0.00051
8299,2051,140,總計,39歲,0.00074
8300,2051,140,男性,39歲,0.00092
8301,2051,140,女性,39歲,0.00055
8302,2051,140,總計,40歲,0.00082
8303,2051,140,男性,40歲,0.00103
8304,2051,140,女性,40歲,0.0006
8305,2051,140,總計,41歲,0.00091
8306,2051,140,男性,41歲,0.00117
8307,2051,140,女性,41歲,0.00065
8308,2051,140,總計,42歲,0.00101
8309,2051,140,男性,42歲,0.00131
8310,2051,140,女性,42歲,0.00071
8311,2051,140,總計,43歲,0.00113
8312,2051,140,男性,43歲,0.00149
8313,2051,140,女性,43歲,0.00077
8314,2051,140,總計,44歲,0.00126
8315,2051,140,男性,44歲,0.00168
8316,2051,140,女性,44歲,0.00085
8317,2051,140,總計,45歲,0.0014
8318,2051,140,男性,45歲,0.00188
8319,2051,140,女性,45歲,0.00093
8320,2051,140,總計,46歲,0.00156
8321,2051,140,男性,46歲,0.00211
8322,2051,140,女性,46歲,0.00101
8323,2051,140,總計,47歲,0.00173
8324,2051,140,男性,47歲,0.00236
8325,2051,140,女性,47歲,0.0011
8326,2051,140,總計,48歲,0.00191
8327,2051,140,男性,48歲,0.00264
8328,2051,140,女性,48歲,0.0012
8329,2051,140,總計,49歲,0.00212
8330,2051,140,男性,49歲,0.00295
8331,2051,140,女性,49歲,0.0013
8332,2051,140,總計,50歲,0.00234
8333,2051,140,男性,50歲,0.00329
8334,2051,140,女性,50歲,0.00141
8335,2051,140,總計,51歲,0.00258
8336,2051,140,男性,51歲,0.00366
8337,2051,140,女性,51歲,0.00152
8338,2051,140,總計,52歲,0.00283
8339,2051,140,男性,52歲,0.00405
8340,2051,140,女性,52歲,0.00162
8341,2051,140,總計,53歲,0.00308
8342,2051,140,男性,53歲,0.00445
8343,2051,140,女性,53歲,0.00174
8344,2051,140,總計,54歲,0.00331
8345,2051,140,男性,54歲,0.0048
8346,2051,140,女性,54歲,0.00185
8347,2051,140,總計,55歲,0.00354
8348,2051,140,男性,55歲,0.00516
8349,2051,140,女性,55歲,0.00196
8350,2051,140,總計,56歲,0.00379
8351,2051,140,男性,56歲,0.00555
8352,2051,140,女性,56歲,0.00208
8353,2051,140,總計,57歲,0.00408
8354,2051,140,男性,57歲,0.00598
8355,2051,140,女性,57歲,0.00223
8356,2051,140,總計,58歲,0.00437
8357,2051,140,男性,58歲,0.00644
8358,2051,140,女性,58歲,0.00238
8359,2051,140,總計,59歲,0.00468
8360,2051,140,男性,59歲,0.0069
8361,2051,140,女性,59歲,0.00255
8362,2051,140,總計,60歲,0.00501
8363,2051,140,男性,60歲,0.00738
8364,2051,140,女性,60歲,0.00275
8365,2051,140,總計,61歲,0.00535
8366,2051,140,男性,61歲,0.00787
8367,2051,140,女性,61歲,0.00296
8368,2051,140,總計,62歲,0.00573
8369,2051,140,男性,62歲,0.00841
8370,2051,140,女性,62歲,0.0032
8371,2051,140,總計,63歲,0.00616
8372,2051,140,男性,63歲,0.00902
8373,2051,140,女性,63歲,0.00346
8374,2051,140,總計,64歲,0.00664
8375,2051,140,男性,64歲,0.0097
8376,2051,140,女性,64歲,0.00378
8377,2051,140,總計,65歲,0.00718
8378,2051,140,男性,65歲,0.01044
8379,2051,140,女性,65歲,0.00414
8380,2051,140,總計,66歲,0.00779
8381,2051,140,男性,66歲,0.01128
8382,2051,140,女性,66歲,0.00456
8383,2051,140,總計,67歲,0.0085
8384,2051,140,男性,67歲,0.01225
8385,2051,140,女性,67歲,0.00505
8386,2051,140,總計,68歲,0.00929
8387,2051,140,男性,68歲,0.01333
8388,2051,140,女性,68歲,0.00561
8389,2051,140,總計,69歲,0.01019
8390,2051,140,男性,69歲,0.01453
8391,2051,140,女性,69歲,0.00626
8392,2051,140,總計,70歲,0.01119
8393,2051,140,男性,70歲,0.01585
8394,2051,140,女性,70歲,0.007
8395,2051,140,總計,71歲,0.01229
8396,2051,140,男性,71歲,0.01732
8397,2051,140,女性,71歲,0.00782
8398,2051,140,總計,72歲,0.01352
8399,2051,140,男性,72歲,0.01893
8400,2051,140,女性,72歲,0.00875
8401,2051,140,總計,73歲,0.01492
8402,2051,140,男性,73歲,0.02079
8403,2051,140,女性,73歲,0.00979
8404,2051,140,總計,74歲,0.0165
8405,2051,140,男性,74歲,0.0229
8406,2051,140,女性,74歲,0.01098
8407,2051,140,總計,75歲,0.01827
8408,2051,140,男性,75歲,0.02527
8409,2051,140,女性,75歲,0.0123
8410,2051,140,總計,76歲,0.02021
8411,2051,140,男性,76歲,0.02787
8412,2051,140,女性,76歲,0.01376
8413,2051,140,總計,77歲,0.02237
8414,2051,140,男性,77歲,0.03075
8415,2051,140,女性,77歲,0.01541
8416,2051,140,總計,78歲,0.02477
8417,2051,140,男性,78歲,0.03396
8418,2051,140,女性,78歲,0.01728
8419,2051,140,總計,79歲,0.02743
8420,2051,140,男性,79歲,0.03748
8421,2051,140,女性,79歲,0.01937
8422,2051,140,總計,80歲,0.03053
8423,2051,140,男性,80歲,0.04129
8424,2051,140,女性,80歲,0.02205
8425,2051,140,總計,81歲,0.03396
8426,2051,140,男性,81歲,0.04547
8427,2051,140,女性,81歲,0.02506
8428,2051,140,總計,82歲,0.03773
8429,2051,140,男性,82歲,0.05005
8430,2051,140,女性,82歲,0.02842
8431,2051,140,總計,83歲,0.04187
8432,2051,140,男性,83歲,0.055
8433,2051,140,女性,83歲,0.03216
8434,2051,140,總計,84歲,0.04638
8435,2051,140,男性,84歲,0.06035
8436,2051,140,女性,84歲,0.03631
8437,2051,140,總計,85歲,0.05295
8438,2051,140,男性,85歲,0.06751
8439,2051,140,女性,85歲,0.04271
8440,2051,140,總計,86歲,0.05842
8441,2051,140,男性,86歲,0.07385
8442,2051,140,女性,86歲,0.04784
8443,2051,140,總計,87歲,0.06441
8444,2051,140,男性,87歲,0.08076
8445,2051,140,女性,87歲,0.0535
8446,2051,140,總計,88歲,0.07095
8447,2051,140,男性,88歲,0.08822
8448,2051,140,女性,88歲,0.05976
8449,2051,140,總計,89歲,0.0781
8450,2051,140,男性,89歲,0.09627
8451,2051,140,女性,89歲,0.06669
8452,2051,140,總計,90歲,0.08595
8453,2051,140,男性,90歲,0.10499
8454,2051,140,女性,90歲,0.07438
8455,2051,140,總計,91歲,0.09463
8456,2051,140,男性,91歲,0.11445
8457,2051,140,女性,91歲,0.08297
8458,2051,140,總計,92歲,0.10415
8459,2051,140,男性,92歲,0.12467
8460,2051,140,女性,92歲,0.0925
8461,2051,140,總計,93歲,0.11454
8462,2051,140,男性,93歲,0.13563
8463,2051,140,女性,93歲,0.10299
8464,2051,140,總計,94歲,0.12584
8465,2051,140,男性,94歲,0.14735
8466,2051,140,女性,94歲,0.1145
8467,2051,140,總計,95歲,0.13867
8468,2051,140,男性,95歲,0.16024
8469,2051,140,女性,95歲,0.1277
8470,2051,140,總計,96歲,0.15204
8471,2051,140,男性,96歲,0.17347
8472,2051,140,女性,96歲,0.14156
8473,2051,140,總計,97歲,0.16608
8474,2051,140,男性,97歲,0.18721
8475,2051,140,女性,97歲,0.15612
8476,2051,140,總計,98歲,0.18147
8477,2051,140,男性,98歲,0.20197
8478,2051,140,女性,98歲,0.17217
8479,2051,140,總計,99歲,0.1983
8480,2051,140,男性,99歲,0.21778
8481,2051,140,女性,99歲,0.18979
8482,2051,140,總計,100歲及以上,1
8483,2051,140,男性,100歲及以上,1
8484,2051,140,女性,100歲及以上,1
8485,2052,141,總計,0歲,0.00288
8486,2052,141,男性,0歲,0.00307
8487,2052,141,女性,0歲,0.00269
8488,2052,141,總計,1歲,0.00012
8489,2052,141,男性,1歲,0.00013
8490,2052,141,女性,1歲,0.00011
8491,2052,141,總計,2歲,7E-05
8492,2052,141,男性,2歲,7E-05
8493,2052,141,女性,2歲,6E-05
8494,2052,141,總計,3歲,5E-05
8495,2052,141,男性,3歲,6E-05
8496,2052,141,女性,3歲,5E-05
8497,2052,141,總計,4歲,5E-05
8498,2052,141,男性,4歲,5E-05
8499,2052,141,女性,4歲,4E-05
8500,2052,141,總計,5歲,4E-05
8501,2052,141,男性,5歲,5E-05
8502,2052,141,女性,5歲,4E-05
8503,2052,141,總計,6歲,4E-05
8504,2052,141,男性,6歲,4E-05
8505,2052,141,女性,6歲,4E-05
8506,2052,141,總計,7歲,4E-05
8507,2052,141,男性,7歲,4E-05
8508,2052,141,女性,7歲,4E-05
8509,2052,141,總計,8歲,4E-05
8510,2052,141,男性,8歲,4E-05
8511,2052,141,女性,8歲,4E-05
8512,2052,141,總計,9歲,4E-05
8513,2052,141,男性,9歲,4E-05
8514,2052,141,女性,9歲,4E-05
8515,2052,141,總計,10歲,4E-05
8516,2052,141,男性,10歲,4E-05
8517,2052,141,女性,10歲,4E-05
8518,2052,141,總計,11歲,5E-05
8519,2052,141,男性,11歲,5E-05
8520,2052,141,女性,11歲,5E-05
8521,2052,141,總計,12歲,6E-05
8522,2052,141,男性,12歲,6E-05
8523,2052,141,女性,12歲,6E-05
8524,2052,141,總計,13歲,7E-05
8525,2052,141,男性,13歲,8E-05
8526,2052,141,女性,13歲,7E-05
8527,2052,141,總計,14歲,0.0001
8528,2052,141,男性,14歲,0.00011
8529,2052,141,女性,14歲,8E-05
8530,2052,141,總計,15歲,0.00012
8531,2052,141,男性,15歲,0.00015
8532,2052,141,女性,15歲,9E-05
8533,2052,141,總計,16歲,0.00015
8534,2052,141,男性,16歲,0.0002
8535,2052,141,女性,16歲,0.0001
8536,2052,141,總計,17歲,0.00018
8537,2052,141,男性,17歲,0.00024
8538,2052,141,女性,17歲,0.00012
8539,2052,141,總計,18歲,0.00021
8540,2052,141,男性,18歲,0.00028
8541,2052,141,女性,18歲,0.00014
8542,2052,141,總計,19歲,0.00023
8543,2052,141,男性,19歲,0.0003
8544,2052,141,女性,19歲,0.00016
8545,2052,141,總計,20歲,0.00023
8546,2052,141,男性,20歲,0.00031
8547,2052,141,女性,20歲,0.00016
8548,2052,141,總計,21歲,0.00024
