,特材收錄品項表,,,,,,,,,,,,,,,,,,,,,,,,
大類碼,大小類碼,大小類碼名稱,品名碼,功能類別,功能類別名稱,核價類別名稱,特材代碼,中英文品名,中文品名,英文品名,產品型號/規格,單位,支付點數,核定費用,生效日期,事前審查生效日期,事前審查,給付規定代碼,生效迄日,申請者簡稱,許可證字號,自付差額品名,整組組件特材關聯代碼表,給付類別,
'G,'GW, 導引管, 'AA3, 'GWAA3," ""導引線/不鏽鋼，D=0.016 -0.052 ，L>=201CM"""," GUIDEWIRE/D=0.016""-0.052""，L>=201CM，有塗層，EXTRASUPPORT", CGDW1WQALGMR, “美瑞特”安普拉斯導引導線“MERIT” INQWIRE AMPLATZ GUIDE WIRES, “美瑞特”安普拉斯導引導線, “Merit” InQwire AMPLATZ Guide Wires, 'IQA-502;509;510;520;526, 條,903, , 109/09/01, 109/09/01,N,無, 114/03/31, 美瑞特,衛部醫器輸字第033317號,  , , ,
'G,'GW, 導引管, 'AA2, 'GWAA2," ""導引線/不鏽鋼，D=0.016 -0.052 ，L=101-200CM"""," GUIDEWIRE/D=0.016""-0.052""，L<=200CM，有塗層，EXTRASUPPORT", CGDW1WQASHMR, “美瑞特”安普拉斯導引導線“MERIT” INQWIRE AMPLATZ GUIDE WIRES, “美瑞特”安普拉斯導引導線, “Merit” InQwire AMPLATZ Guide Wires, 'IQA-500;501;503;511;512;513;517;518;519;521;522;523;524;525;527;528;563;564, 條,0, , 114/04/01, 109/09/01,N,無, 999/12/31, 美瑞特,衛部醫器輸字第033317號,  , , ,
'G,'GW, 導引管, 'AA2, 'GWAA2," ""導引線/不鏽鋼，D=0.016 -0.052 ，L=101-200CM"""," GUIDEWIRE/D=0.016""-0.052""，L<=200CM，有塗層，EXTRASUPPORT", CGDW1WQASHMR, “美瑞特”安普拉斯導引導線“MERIT” INQWIRE AMPLATZ GUIDE WIRES, “美瑞特”安普拉斯導引導線, “Merit” InQwire AMPLATZ Guide Wires, 'IQA-500;501;503;511;512;513;517;518;519;521;522;523;524;525;527;528;563;564, 條,776, , 109/09/01, 109/09/01,N,無, 114/03/31, 美瑞特,衛部醫器輸字第033317號,  , , ,
'G,'GW, 導引管, 'AB2, 'GWAB2," ""導引線/彈性合金，D=0.016 -0.052 ，L<=200CM"""," GUIDEWIRE/彈性合金(NITINOL)，D=0.016""-0.052""，L=101-200CM，有塗層", CGDW1ZEBRASB," ""波士頓科技"" 斯伯泌尿科引導鋼線""BOSTON SCIENTIFIC"" ZEBRA UROLOGICAL GUIDEWIRE"," ""波士頓科技"" 斯伯泌尿科引導鋼線"," ""BOSTON SCIENTIFIC"" ZEBRA UROLOGICAL GUIDEWIRE", '670-108:115, 條,744, , 108/07/01, 108/07/01,N,無, 999/12/31, 波士頓,衛署醫器輸字第013549號,  , , ,
'C,'CG, 導引管, 'PG1, 'CGPG1, 冠狀動脈前置導管, 2　LUMEN　MUTIFUNCTION　PROBING　CATHETER【(多功能導管/引導與支持導線;更換導線;注射生理食鹽水或診斷用顯影劑);或具2個OTW管腔】, CGPG105200VS," ""法斯樂舒順""雙向輔助導管""VASCULAR SOLUTIONS""TWIN-PASS DUAL ACCESS CATHETER"," ""法斯樂舒順""雙向輔助導管"," ""Vascular Solutions""Twin-Pass Dual Access Catheter", '5200, 條,8951, , 110/05/01, 110/05/01,N,無, 999/12/31, 台灣泰利福,衛署醫器輸字第018542號,  , , ,
'C,'CG, 導引管, 'PG1, 'CGPG1, 冠狀動脈前置導管, Guiding Catheter/冠狀動脈或末稍血管導引導管，Any Curve Style, CGPG110264SB, MACH 1 PERIPHERAL GUIDING CATHETER 6:8F 55，90CM," ""波士頓科技""馬克週邊血管導引導管"," ""BOSTON SCIENTIFIC""MACH 1 PERIPHERALGUIDING CATHETER", 'M001196000:M001198960, EA,1435, , 113/03/01, 092/07/01,N,無, 999/12/31, 波士頓,衛署醫器輸字第010264號,  , , ,
'C,'CM, 導引管, 'V01, 'CMV01, 栓塞導管套組, SINGLE　CHANNEL　CATHETER(單腔微導管), CGPG116818S9," ""史賽克"" 超微細導管""STRYKER"" EXCELSIOR MICROCATHETER"," ""史賽克"" 超微細導管"," ""Stryker"" EXCELSIOR MICROCATHETER", 'M0031681810;M0031681890, 條,7237, , 114/03/01, 114/03/01,N,I203-17, 999/12/31, 史賽克,衛署醫器輸字第011812號,  , , ,
'C,'CM, 導引管, 'V01, 'CMV01, 栓塞導管套組, 血管栓塞導管套組/MICRO CATH(INFUSION CATH)+MICRO GUIDE WIRE+ HEMASTATIC, CGPG11719MAS, “朝日”培露&泰勒斯微導管(含導線+止血閥)“ASAHI” VELOUTE & TELLUS MICROCATHETER, “朝日”培露&泰勒斯微導管(含導線+止血閥), “ASAHI” Veloute & Tellus Microcatheter, '請參考圖檔, 組,13400, , 112/09/01, 112/09/01,N,I203-17, 999/12/31, 日商朝日英達科,衛部醫器輸字第030260號+衛部醫器輸字第029759號,  , , ,
'C,'CM, 導引管, 'V01, 'CMV01, 栓塞導管套組, SINGLE　CHANNEL　CATHETER(單腔微導管), CGPG126046SB," ""波士頓科技""盧碧肯支撐導管""BOSTON SCIENTIFIC""RUBICON SUPPORT CATHETERS"," ""波士頓科技""盧碧肯支撐導管"," ""BOSTON SCIENTIFIC""RUBICON SUPPORT CATHETERS", 'H74939212014-131;151;H74939239018-091;131;151;H74939240035-061;091;131;151(H749392-(12014-130;150);(39018-090;130;150);(40035-060;090;130;150)自1050501生效), 條,7237, , 110/10/01, 103/09/01,N,I203-17, 999/12/31, 波士頓,衛部醫器輸字第026046號,  , , ,
'C,'CG, 導引管, 'PG1, 'CGPG1, 冠狀動脈前置導管, Guiding Catheter/冠狀動脈或末稍血管導引導管，Any Curve Style, CGPG134356SB," ""波士頓科技""馬克導引導管""BOSTON SCIENTIFIC""MACH 1 GUIDE CATHETER 6:8FR"," ""波士頓科技""馬克導引導管"," ""BOSTON SCIENTIFIC"" MACH 1 GUIDE CATHETER", '請參考圖檔, 條,1435, , 113/03/01, 091/10/01,N,無, 999/12/31, 荷商波士頓,衛署醫器輸字第009962號,  , , ,
'C,'CM, 導引管, 'V01, 'CMV01, 栓塞導管套組, SINGLE　CHANNEL　CATHETER(單腔微導管), CGPG151038ZF," ""史特勞斯""區克斯導管""SPECTRANETICS""QUICK-CROSS SUPPORT2 CATHETERS"," ""史特勞斯""區克斯導管"," ""SPECTRANETICS""QUICK-CROSS SUPPORT2 CATHETERS", '518-032:518-038;(518-065;518-066;自990701生效), SET,7237, , 110/10/01, 097/01/01,N,I203-17, 999/12/31, 六霖,衛署醫器輸字第013792號,  , , ,
'C,'CG, 導引管, 'PG1, 'CGPG1, 冠狀動脈前置導管, Guiding Catheter/冠狀動脈或末稍血管導引導管，Any Curve Style, CGPG153610A7," ""埃普特""麻雀導引導管""APT""MARCH GUIDING CATHETER"," ""埃普特""麻雀導引導管"," ""APT""March Guiding Catheter", '請參考圖檔, 組,1435, , 113/03/01, 108/09/01,N,無, 999/12/31, 蘭波灣,衛部醫器陸輸字第000966號,  , , ,
'C,'CG, 導引管, 'PG1, 'CGPG1, 冠狀動脈前置導管, Guiding Catheter/冠狀動脈或末稍血管導引導管，Any Curve Style, CGPG156FXBCM, “賽瑞諾華斯”導引導管“Cerenovus”Envoy Guiding Catheter, “賽瑞諾華斯”導引導管, “Cerenovus”Envoy Guiding Catheter, '556;670-26-000;090;556;670-25-0;4;6;8-00;90;670252-00;90;(67025-0:8-00;90-B;670260-00;90-B自1030701生效), EA,1435, , 113/03/01, 103/05/01,N,無, 999/12/31, 壯生,衛部醫器輸字第025437號,  , , ,
'C,'CG, 導引管, 'PG1, 'CGPG1, 冠狀動脈前置導管, Guiding Catheter/冠狀動脈或末稍血管導引導管，Any Curve Style, CGPG15888FCD," ""考迪斯""導引導管""CORDIS""VISTABRITETIP GUIDING CATHETERS-PERIPHERAL"," ""考迪斯""導引導管"," ""CORDIS""VISTABRITETIP GUIDING CATHETERS-PERIPHERAL", '588840P:58P;(588-800:8116;588815:588853(E;T);5888203:5;自95年7月1日生效)【刪除(588-800:8116);(588-850P;851P;852P;853P;854P;855P;856P;8203:8205;842T)自1100501生效】;【(5989-00;09;10;15:20;23;28;30;32:34;36;37;41:45;47:53;55;66;78;86;87;91;92;94:97);(5989-41:46;49-P)自1100501生效】;【型號重整為(5888-15;16;23;30;31;41;43:45;50;51-T);(5888-23;25;30;31;34;43;44;51;53-E);(5888-40:49;57;58-P);(5989-00;09;10;15:20;23;28;30;32:34;36;37;41:45;47:53;55;66;78;86;87;91;92;94:97);(5989-41:46;49-P)自1100501生效】, 條,1435, , 113/03/01, 089/10/01,N,無, 999/12/31, 埃默高,衛署醫器輸字第008642號,  , , ,
'C,'CM, 導引管, 'V01, 'CMV01, 栓塞導管套組, SINGLE　CHANNEL　CATHETER(單腔微導管), CGPG160172A7," ""埃普特""微導管“APT” Elong Microcatheter "," ""埃普特""微導管", “APT” Elong Microcatheter , '60172302;60172303;60192402;60192404;60192405;60262801;60262802;60262803;60263002, 條,7237, , 110/10/01, 109/07/01,N,I203-17, 999/12/31, 蘭波灣,衛部醫器陸輸字第001064號,  , , ,
'C,'CG, 導引管, 'PG1, 'CGPG1, 冠狀動脈前置導管, Guiding Catheter/冠狀動脈或末稍血管導引導管，Any Curve Style, CGPG16706FCD," ""考迪斯""導引導管""CORDIS""VISTABRITETIP GUIDING CATHETERS"," ""考迪斯""導引導管"," ""CORDIS""VISTABRITETIP GUIDING CATHETERS", '請參考圖檔, 條,1435, , 113/03/01, 092/04/01,N,無, 999/12/31, 埃默高,衛署醫器輸字第008642號,  , , ,
'C,'CG, 導引管, 'PG1, 'CGPG1, 冠狀動脈前置導管, Guiding Catheter/冠狀動脈或末稍血管導引導管，Any Curve Style, CGPG1672ADCD," ""考迪斯""安卓特導引導管""CORDIS""ADROIT GUIDING CATHETERS 6FR"," ""考迪斯""安卓特導引導管"," ""CORDIS""ADROIT GUIDING CATHETERS 6FR", '672-00000:73600672-0040E:0820E672-0040L: 2780L, 個,1435, , 113/03/01, 104/01/01,N,無, 999/12/31, 埃默高,衛部醫器輸字第026410號,  , , ,
'C,'CG, 導引管, 'PG1, 'CGPG1, 冠狀動脈前置導管, Guiding Catheter/冠狀動脈或末稍血管導引導管，Any Curve Style, CGPG1AC10016, “昊佑” 親水性血管攝影導管“HAO YO” ANGIOGRAPHY CATHETER, “昊佑” 親水性血管攝影導管, “HAO YO” Angiography Catheter, '請參考圖檔, 條,1435, , 113/03/01, 111/05/01,N,無, 999/12/31, 昊佑,衛部醫器陸輸字第001267號,  , , ,
'C,'CG, 導引管, 'PG1, 'CGPG1, 冠狀動脈前置導管, Guiding Catheter/冠狀動脈或末稍血管導引導管，Any Curve Style, CGPG1CNVEYSB," ""波士頓科技""康必導引導管""BOSTON SCIENTIFIC""CONVEY GUIDING CATHETER 5:8FR"," ""波士頓科技""康必導引導管"," ""BOSTON SCIENTIFIC""CONVEY GUIDING CATHETER", '39228-01:769(原型號修改為H74939228-010:7690;型號H74939264-010:7700;H74939265-010:7700;H74939266-010:7680自1040701生效), 條,1435, , 113/03/01, 103/01/01,N,無, 999/12/31, 波士頓,衛署醫器輸字第024511號,  , , ,
'C,'CM, 導引管, 'V01, 'CMV01, 栓塞導管套組, SINGLE　CHANNEL　CATHETER(單腔微導管), CGPG1CRV19AS, “朝日”卡拉維爾微導管“ASAHI” CARAVEL MICROCATHETE, “朝日”卡拉維爾微導管, “ASAHI” Caravel Microcathete, 'CRV135-19P;CRV150-19P, 條,7237, , 110/11/01, 110/11/01,N,I203-17, 999/12/31, 朝日英達科,衛部醫器輸字第030186號,  , , ,
'C,'CG, 導引管, 'PG1, 'CGPG1, 冠狀動脈前置導管, 單腔微導管/用於冠狀動脈完全阻塞(CTO), CGPG1CS126AS, “朝日”科塞爾微導管“ASAHI” CORSAIR MICRO CATHETER, “朝日”科塞爾微導管, “ASAHI” CORSAIR MICRO CATHETER, 'CSW135-26N;CSW150-26N;CSR135-26P;CSR150-26P, 條,11536, , 111/11/01, 111/11/01,N,A225-6, 999/12/31, 日商朝日英達科,衛署醫器輸字第021465號,  , , ,
'C,'CM, 導引管, 'V01, 'CMV01, 栓塞導管套組, SINGLE　CHANNEL　CATHETER(單腔微導管), CGPG1CX101CK," ""COOK""CXI SUPPORT CATHETER(含4個不透線標記)""曲克""西斯艾支持導管"," ""曲克""西斯艾支持導管(含4個不透線標記)"," ""COOK""CXI SUPPORT CATHETER", 'CXI-2.6-18-90-P-NS-0;CXI-2.6-18-90-P-NS-ANG;CXI-2.6-18-150-P-NS-0;CXI-2.6-18-150-P-NS-ANG(自1041101型號整併為CXI-2.6-18-90;150-P-NS-0;ANG;CXI-4.0-35-90;135;150-P-NS-0;DAV), 條,7237, , 110/10/01, 100/01/01,N,I203-17, 999/12/31, 曲克,衛署醫器輸字第021295號,  , , ,
'C,'CM, 導引管, 'V01, 'CMV01, 栓塞導管套組, SINGLE　CHANNEL　CATHETER(單腔微導管), CGPG1CX103CK," ""COOK""CXI SUPPORT CATHETER""曲克""西斯艾支持導管"," ""曲克""西斯艾支持導管"," ""COOK""CXI SUPPORT CATHETER", 'CXI-2.3-14-65;90;135;150-0;ANG;ANG2;CXI-2.6-18-65;90;135;150-0;ANG;ANG2;CXI-4.0-35-65;90;135;150-0;DAV;KTB;(型號重整為CXI-2.3-14-135-0;CXI-2.3-14-135-ANG;CXI-2.3-14-135-ANG2;CXI-2.3-14-150-0;CXI-2.3-14-150-ANG;CXI-2.3-14-150-ANG2;CXI-2.3-14-65-0;CXI-2.3-14-65-ANG;CXI-2.3-14-65-ANG2;CXI-2.3-14-90-0;CXI-2.3-14-90-ANG;CXI-2.3-14-90-ANG2;CXI-2.6-18-135-0;CXI-2.6-18-135-ANG;CXI-2.6-18-150-0;CXI-2.6-18-150-ANG;CXI-2.6-18-90-0;CXI-2.6-18-90-ANG自1090701生效), 條,7237, , 110/10/01, 104/11/01,N,I203-17, 999/12/31, 曲克,衛部醫器輸字第027276號,  , , ,
'C,'CG, 導引管, 'PG1, 'CGPG1, 冠狀動脈前置導管, 2　LUMEN　MUTIFUNCTION　PROBING　CATHETER【(多功能導管/引導與支持導線;更換導線;注射生理食鹽水或診斷用顯影劑);或具2個OTW管腔】, CGPG1DTDLMA7, “埃普特” 德萃克雙腔微導管“APT” DUALTRACK DOUBLE LUMEN MICROCATHETER, “埃普特” 德萃克雙腔微導管, “APT” DUALTRACK DOUBLE LUMEN MICROCATHETER, '138323501;138323511;138323521;138323531;138324501;138324511;138324521;138324531;138363501;138363511;138363521;138363531;138364501;138364511;138364521;138364531;138323502;138324502;138363502;138364502, 條,8951, , 114/01/01, 114/01/01,N,無, 999/12/31, 蘭波灣,衛部醫器陸輸字第001583號,  , , ,
'C,'CM, 導引管, 'V01, 'CMV01, 栓塞導管套組, SINGLE　CHANNEL　CATHETER(單腔微導管), CGPG1FCRSSTM, “泰爾茂”梵蔻思麥奇冠狀動脈微導引導管“TERUMO”FINECROSS MG CORONARY MICRO-GUIDE CATHETER, “泰爾茂”梵蔻思麥奇冠狀動脈微導引導管, “TERUMO”FINECROSS MG Coronary Micro-Guide Catheter, 'NC-F863A;NC-F865A, 條,7237, , 110/11/01, 110/11/01,N,I203-17, 999/12/31, 泰爾茂,衛署醫器輸字第018630號,  , , ,
'C,'CG, 導引管, 'PG1, 'CGPG1, 冠狀動脈前置導管, Guiding Catheter/冠狀動脈或末稍血管導引導管，Any Curve Style, CGPG1GC10016," 〝昊佑〞導引導管	〝HAO YO〞GUIDING CATHETER", 〝昊佑〞導引導管, 〝HAO YO〞Guiding Catheter, '請參考圖檔, 條,1435, , 113/03/01, 112/05/01,N,無, 999/12/31, 昊佑,衛部醫器陸輸字第001391號,  , , ,
'C,'CG, 導引管, 'PG1, 'CGPG1, 冠狀動脈前置導管, Guiding Catheter/冠狀動脈或末稍血管導引導管，Any Curve Style, CGPG1GCF60TM, HEARTRAIL PTCA GUIDING CATHETER 5:8FR 100CM 哈得睿兒導引導管," ""泰爾茂""哈得睿兒導引導管"," ""TERUMO"" HEARTRAIL PTCA GUIDING CATHETER", 'GCF5:8-JL;SL;-JR300:500N;A;-AL0G0N;A;-AL1S0N;A;-AL010N;A;-AL020N;A;-BL250:500N;A;-QL350:400N;A, EA,1435, , 113/03/01, 095/07/01,N,無, 999/12/31, 泰爾茂,衛署醫器輸字第010609號,  , , ,
'C,'CG, 導引管, 'PG1, 'CGPG1, 冠狀動脈前置導管, Guiding Catheter/冠狀動脈或末稍血管導引導管，Any Curve Style, CGPG1GCF70TM, HEARTRAIL PTCA GUIDING CATHETER 5:8FR 100CM 哈得睿兒導引導管," ""泰爾茂""哈得睿兒導引導管"," ""TERUMO"" HEARTRAIL PTCA GUIDING CATHETER", 'GCF5:8-MP010:030N;A;-IR100:250N;A;-IL350:500N;A;-IMA10N;A;-FL300:500N;A;-TR300:500N;GC-F5ST012;13NQ, EA,1435, , 113/03/01, 095/07/01,N,無, 999/12/31, 泰爾茂,衛署醫器輸字第010609號,  , , ,
'C,'CG, 導引管, 'PG1, 'CGPG1, 冠狀動脈前置導管, Guiding Catheter/冠狀動脈或末稍血管導引導管，Any Curve Style, CGPG1GCF90TM," ""TERUMO""HEARTRAIL II PTCA GUIDING CATHETER""泰爾茂""哈得睿兒導引導管第二代"," ""泰爾茂""哈得睿兒導引管第二代"," ""TERUMO""HEARTRAIL II PTCA GUIDING CATHETER", 'GC-F6;F7-JL;JR;BL;IL;TR;35;40-RN;RA;GC-F6;F7-IR-10;15-;RN;RA;GC-F6AL01RN;GC-F7AL01RA(GC-F6;7-JL-300:500-A;N;GC-F5-JL-300:500-N;GC-F6;7-SL;JR-350;400-A;N;GC-F6;7-AL-0G0;010;1S0;020-A;N;GC-F5-AL-010;1S0;020-N;GC-F6;7-BL-300:400-A;N;GC-F5-BL-300;350-N;GC-F6;7-MP010N;GC-F7MP010A;GC-F6-IR-100:200-A;N;GC-F5-IR-100;150-N;GC-F6-IL-350:450-A;N;GC-F5-SL;JR;IL-350;400-N;GC-F7-IMA-10-A;N;GC-F6-TR-350;400-N自1040701生效), 條,1435, , 113/03/01, 097/01/01,N,無, 999/12/31, 泰爾茂,衛署醫器輸字第018169號,  , , ,
'C,'CG, 導引管, 'PG1, 'CGPG1, 冠狀動脈前置導管, Guiding Catheter/冠狀動脈或末稍血管導引導管，Any Curve Style, CGPG1GCH60TM," ""泰爾茂""哈得睿兒導引導管""TERUMO""HEARTRAIL PTCA GUIDING CATHETER STANDARD TYPE 5:8FR"," ""泰爾茂""哈得睿兒導引導管"," ""TERUMO"" HEARTRAIL PTCA GUIDING CATHETER", 'GCH5XXXXXX;GCH6XXXXXX;GCH7XXXXXX;GCH8XXXXXX;(GC-H5ST012NQ自1030501生效), EA,1435, , 113/03/01, 093/07/01,N,無, 999/12/31, 泰爾茂,衛署醫器輸字第010609號,  , , ,
'C,'CM, 導引管, 'V01, 'CMV01, 栓塞導管套組, SINGLE　CHANNEL　CATHETER(單腔微導管), CGPG1GTSAPA7, “埃普特”迪適通微導管“APT” DISTAIL MICROCATHETER, “埃普特”迪適通微導管, “APT” Distail Microcatheter, '請參考圖檔, 組,7237, , 112/05/01, 112/05/01,N,I203-17, 999/12/31, 蘭波灣,衛部醫器陸輸字第001387號,  , , ,
'C,'CM, 導引管, 'V01, 'CMV01, 栓塞導管套組, 血管栓塞導管套組/MICRO CATH(INFUSION CATH)+MICRO GUIDE WIRE+ HEMASTATIC, CGPG1GTSDMA7, “埃普特”迪適通微導管(含導線+止血閥)“APT” DISTAIL MICROCATHETER(MICRO GUIDE WIRE+ HEMASTATIC), “埃普特”迪適通微導管(含導線+止血閥), “APT” DISTAIL MICROCATHETER(MICRO GUIDE WIRE+ HEMASTATIC), '請參考圖檔, 組,13400, , 114/05/01, 112/05/01,N,I203-17, 999/12/31, 蘭波灣,衛部醫器陸輸字第001387號+衛部醫器陸輸字第001276號,  , , ,
'C,'CM, 導引管, 'V01, 'CMV01, 栓塞導管套組, 血管栓塞導管套組/MICRO CATH(INFUSION CATH)+MICRO GUIDE WIRE+ HEMASTATIC, CGPG1GTSDMA7, “埃普特”迪適通微導管(含導線+止血閥)“APT” DISTAIL MICROCATHETER(MICRO GUIDE WIRE+ HEMASTATIC), “埃普特”迪適通微導管(含導線+止血閥), “APT” DISTAIL MICROCATHETER(MICRO GUIDE WIRE+ HEMASTATIC), '請參考圖檔, 組,13400, , 112/05/01, 112/05/01,N,I203-17, 114/04/30, 蘭波灣,衛部醫器陸輸字第001387號+衛部醫器陸輸字第001276號,  , , ,
'C,'CG, 導引管, 'PG1, 'CGPG1, 冠狀動脈前置導管, Guiding Catheter/冠狀動脈或末稍血管導引導管，Any Curve Style, CGPG1H5678A7, “埃普特”海塗親水塗層導引導管“APT”HYDROMARCH HYDROPHILIC GUIDING CATHETER, “埃普特”海塗親水塗層導引導管, “APT”Hydromarch Hydrophilic Guiding Catheter, '請參考圖檔, 條,1435, , 113/03/01, 112/05/01,N,無, 999/12/31, 蘭波灣,衛部醫器陸輸字第001386號,  , , ,
'C,'CG, 導引管, 'PG1, 'CGPG1, 冠狀動脈前置導管, Guiding Catheter/冠狀動脈或末稍血管導引導管，Any Curve Style, CGPG1HW100AS," ""朝日""海伯利安冠狀血管導引導管""ASAHI""HYPERION CORONARY GUIDE CATHETER"," ""朝日""海伯利安冠狀血管導引導管"," ""ASAHI""Hyperion Coronary Guide Catheter", '請參考圖檔, 條,1435, , 113/03/01, 110/07/01,N,無, 999/12/31, 日商朝日英達科,衛部醫器輸字第030277號,  , , ,
'C,'CG, 導引管, 'PG1, 'CGPG1, 冠狀動脈前置導管, 2　LUMEN　MUTIFUNCTION　PROBING　CATHETER【(多功能導管/引導與支持導線;更換導線;注射生理食鹽水或診斷用顯影劑);或具2個OTW管腔】, CGPG1KMF4AKE," ""卡內卡""冠狀動脈成型術探測導管""KANEKA""CRUSADE CORONARY ANGIOPLASTY CATHETER"," ""卡內卡""冠狀動脈成型術探測導管"," ""KANEKA""CRUSADE CORONARY ANGIOPLASTY CATHETER", 'KMF0114A;(CR1414140SD自1120301生效), 條,8951, , 112/03/01, 096/07/01,N,無, 999/12/31, 理工,衛署醫器輸字第017367號,  , , ,
'C,'CG, 導引管, 'PG1, 'CGPG1, 冠狀動脈前置導管, Guiding Catheter/冠狀動脈或末稍血管導引導管，Any Curve Style, CGPG1LA006M4," ""美敦力""浪曲導引導管""MEDTRONIC""LAUNCHER GUIDE CATHETERS "," ""美敦力""浪曲導引導管"," ""MEDTRONIC"" LAUNCHER GUIDE CATHETERS", '請參考圖檔, 條,1435, , 113/09/01, 092/07/01,N,無, 999/12/31, 美敦力,衛署醫器輸字第010246號,  , , ,
'C,'CG, 導引管, 'PG1, 'CGPG1, 冠狀動脈前置導管, Guiding Catheter/冠狀動脈或末稍血管導引導管，Any Curve Style, CGPG1MR1173R, “安酋納克”水手親水性血管攝影導管“ANGIODYNAMICS” MARINER HYDROPHILIC-COATED ANGIOGRAPHIC CATHETER, “安酋納克”水手親水性血管攝影導管, “AngioDynamics” Mariner Hydrophilic-coated Angiographic Catheter, '請參考圖檔, 條,1435, , 113/03/01, 107/09/01,N,無, 999/12/31, 元澤科技,衛部醫器輸字第030786號,  , , ,
'C,'CM, 導引管, 'V01, 'CMV01, 栓塞導管套組, SINGLE　CHANNEL　CATHETER(單腔微導管), CGPG1MSC57VS, MINNIE SUPPORT CATHETER(含3個探頭)," ""法斯樂舒順""迷你輔助導管"," ""VASCULAR SOLUTIONS""MINNIE SUPPORT CATHETER", '5700:5708, EA,7237, , 110/10/01, 098/10/01,N,I203-17, 999/12/31, 泰利福,衛署醫器輸字第019862號,  , , ,
'C,'CM, 導引管, 'V01, 'CMV01, 栓塞導管套組, SINGLE　CHANNEL　CATHETER(單腔微導管), CGPG1MZKMCKE, “卡內卡”微導管KANEKA MICRO CATHETER, “卡內卡”微導管, KANEKA Micro Catheter, 'MZ14-135BM;MZ14-150BM;MZ14-135TM;MZ14-150TM, 條,7237, , 110/10/01, 109/07/01,N,I203-17, 999/12/31, 理工,衛部醫器輸字第033059號,  , , ,
'C,'CM, 導引管, 'V01, 'CMV01, 栓塞導管套組, SINGLE　CHANNEL　CATHETER(單腔微導管), CGPG1NAVCSTM," ""泰爾茂""納伏克洛斯支持導管""TERUMO"" NAVICROSS SUPPORT CATHETER"," ""泰爾茂""納伏克洛斯支持導管"," ""Terumo"" NaviCross Support Catheter", 'WS*NS;NA-350G3;35093;350N3;35153-HM;(PN*NS;NA-180G3;18093;180N3;18153-HM自1120701生效), 條,7237, , 112/07/01, 106/11/01,N,I203-17, 999/12/31, 台灣泰爾茂,衛部醫器輸字第029673號,  , , ,
'C,'CG, 導引管, 'PG1, 'CGPG1, 冠狀動脈前置導管, 2　LUMEN　MUTIFUNCTION　PROBING　CATHETER【(多功能導管/引導與支持導線;更換導線;注射生理食鹽水或診斷用顯影劑);或具2個OTW管腔】, CGPG1SA145AS," ""朝日""塞時給雙腔導管""ASAHI""SASUKE DOUBLE LUMEN CATHETER (RX/OTW)"," ""朝日""塞時給雙腔導管"," ""ASAHI""SASUKE Double Lumen Catheter (RX/OTW)", 'SA145-33N, 條,8951, , 110/07/01, 110/07/01,N,無, 999/12/31, 朝日英達科,衛部醫器輸字第032582號,  , , ,
'C,'CM, 導引管, 'V01, 'CMV01, 栓塞導管套組, SINGLE　CHANNEL　CATHETER(單腔微導管), CGPG1SC014M4," “美敦力” 崔爾巴特支持導管""Medtronic"" TrailBlazer Support Catheter", “美敦力” 崔爾巴特支持導管," ""Medtronic"" TrailBlazer Support Catheter", '(SC-014-135;150);(SC-018-090;135;150);(SC-035-065;090;135;150);(ASC-014-090;135;150);(ASC-018-090;135;150);(ASC-035-065;090;135;150), 支,7237, , 114/05/01, 114/05/01,N,I203-17, 999/12/31, 美敦力,衛署醫器輸字第023310號,  , , ,
'C,'CM, 導引管, 'V01, 'CMV01, 栓塞導管套組, SINGLE　CHANNEL　CATHETER(單腔微導管), CGPG1SC014Y7," ""伊維三""崔爾巴特支持導管""EV3""TRAILBLAZER SUPPORT CATHETER"," ""伊維三""崔爾巴特支持導管"," ""EV3""TRAILBLAZER SUPPORT CATHETER", 'SC-014-135;150;SC-018-090;135;150;SC-035-065;090;135;150((ASC-014-090;135;150);(ASC-018-090;135;150);(ASC-035-065;090;135;150)自1071101生效), 支,0, , 114/10/01, 102/01/01,N,I203-17, 999/12/31, 美敦力,衛署醫器輸字第023310號,  , , ,
'C,'CM, 導引管, 'V01, 'CMV01, 栓塞導管套組, SINGLE　CHANNEL　CATHETER(單腔微導管), CGPG1SC014Y7," ""伊維三""崔爾巴特支持導管""EV3""TRAILBLAZER SUPPORT CATHETER"," ""伊維三""崔爾巴特支持導管"," ""EV3""TRAILBLAZER SUPPORT CATHETER", 'SC-014-135;150;SC-018-090;135;150;SC-035-065;090;135;150((ASC-014-090;135;150);(ASC-018-090;135;150);(ASC-035-065;090;135;150)自1071101生效), 支,7237, , 110/10/01, 102/01/01,N,I203-17, 114/09/30, 美敦力,衛署醫器輸字第023310號,  , , ,
'C,'CM, 導引管, 'V01, 'CMV01, 栓塞導管套組, SINGLE　CHANNEL　CATHETER(單腔微導管), CGPG1SCXXXMR," ""美瑞特""速克過支援導管 ""MERIT"" SURECROSS SUPPORT CATHETER"," ""美瑞特""速克過支援導管"," ""Merit"" SureCross Support Catheter", 'SC-14;18;35-65;90;135;150, 條,7237, , 110/10/01, 106/07/01,N,I203-17, 999/12/31, 美瑞特,衛部醫器輸字第029116號,  , , ,
